100,0,0,-1500
140,30,0,-1500
180,21.2132034356,21.2132034356,-1500
220,0,30,-1500
260,-21.2132034356,21.2132034356,-1500
300,-30,0,-1500
340,-21.2132034356,-21.2132034356,-1500
380,0,-30,-1500
420,21.2132034356,-21.2132034356,-1500
460,30,0,-1500
500,3000,0,-1500
5000,3030,0,-1500
5100,3021.2132034356,21.2132034356,-1500
5200,3000,30,-1500
5300,2978.7867965644,21.2132034356,-1500
5400,2970,0,-1500
5500,2978.7867965644,-21.2132034356,-1500
5600,3000,-30,-1500
5700,3021.2132034356,-21.2132034356,-1500
5800,3030,0,-1500
